record,uuid,date,markers,status,quarter,QCountry,QDomestic,QGDPR,QState,QBorn,QRegion,QAge,AgeR,QGeneration,Q100r1,Q100r2,Q100r3,Q100r4,Q100r5,Q100r6,Q100r7,Q100r8,Q100r9,Q100r10,Q110r1,Q110r2,Q110r3,Q110r4,Q110r5,Q110r6,Q110r997,Q110r998,Q110r999,Q120,Q130,Q140,Q201r1,Q201r2,Q201r3,Q201r4,Q201r5,Q201r6,Q201r7,Q201r8,Q201r9,Q201r10,Q201r11,Q201r12,Q201r13,Q201r14,Q201r15,Q201r16,Q202r1,Q202r2,Q202r3,Q202r4,Q202r5,Q202r6,Q202r7,Q202r8,Q203r1,Q203r2,Q203r3,Q203r4,Q203r5,Q203r6,Q203r7,Q203r8,Q203r9,Q203r10,Q203r11,Q203r12,Q203r13,Q203r14,Q203r15,Q203r16,Q204r1,Q204r2,Q204r3,Q204r4,Q204r5,Q204r6,Q204r7,Q204r8,Q204r9,Q204r10,QJob,QJobr97oe,QIndustry,QIndustryr97oe,QRevenue,QEmployees,Exit,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,ipAddress,source,decLang,list,userAgent,fp_etag,fp_html5,fp_flash,fp_browser,dcua,url,session,sesskey,identifier,speeder,qtime_min,filter_$,SL,Q100_SD,Q201_SD,SL_Count,gibberish_Exit,gibberish_count,strikes,Total,QIndustryBanner
208,04kvz8u335c770g8,3/18/21 10:32,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,5,1985,4,36,3,5,6,8,7,1,5,4,6,7,8,1,0,0,0,0,0,1,0,0,0,4,11,5,4,2,4,3,4,4,1,3,4,4,4,4,1,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, ,97,chemicals,99,4, ,1,419.88,4, ,10, ,5,6,3/18/21 10:25, ,66.161.220.58, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",mrzt44h0qkmd02e1,cgdq0f6j6qf5b2zq, , ,..,/survey/selfserve/2135/210303?identifier=K_8zeebd8ws7&sesskey=g097918zr7ek3t5r,cgdq0f6j6qf5b2zq,g097918zr7ek3t5r,K_8zeebd8ws7,0,6.998,1,0,2.584139659,1.223042654,0,0,0,0,1,97
215,h2wck2w8kyd5zrze,3/18/21 10:31,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,35,1965,2,56,5,4,8,4,4,3,5,10,2,8,5,2,0,0,0,0,0,1,0,0,0,6,7,5,3,3,3,3,3,3,1,3,2,3,3,3,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16, ,97,Healthcare,13,8, ,1,234.05,4, ,10, ,5,6,3/18/21 10:27, ,40.94.36.83, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",vkufyay830wbwutc,aj232m8yg8vyzjxn, , ,..,/survey/selfserve/2135/210303?identifier=K_bzjqvsau0m&sesskey=g0s17s2si8pmx1tg,44t9ysu18d2j1xw1,g0s17s2si8pmx1tg,K_bzjqvsau0m,0,3.900833333,1,0,2.726414006,0.885061203,0,0,0,0,1,97
225,q0r7frhhexdt8cxp,3/18/21 10:45,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,9,1967,3,54,5,4,8,6,6,7,6,5,6,7,6,8,0,0,0,0,0,1,0,0,0,4,4,4,3,3,3,3,2,3,1,1,3,3,2,3,2,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28, ,97,Non-profit,99,4, ,1,879.18,4, ,10, ,5,6,3/18/21 10:30, ,50.238.28.158, , ,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",p4t10xyx5by5a0tk,15zq9u5gk5y371ah, , ,..,/survey/selfserve/2135/210303?identifier=K_s1hh9bvf1u&sesskey=g3jln49xt08z0inv,15zq9u5gk5y371ah,g3jln49xt08z0inv,K_s1hh9bvf1u,0,14.653,0,0,0.971825316,0.856348839,0,0,0,0,1,97
229,a5bsmtbdwt3s38m1,3/18/21 12:01,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,38,1995,1,26,2,5,5,3,2,2,5,5,4,3,4,4,0,0,0,0,0,1,0,0,0,6,7,6,3,2,3,3,2,3,1,1,3,3,1,3,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21, ,97,Disaster Restoration,3,3,Nah,1,5324.28,4, ,10, ,5,6,3/18/21 10:32, ,73.101.192.184, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",zvx8c8zt19tnn4zx,1v5z9kvr81uy196f, , ,..,/survey/selfserve/2135/210303?identifier=K_dbf8y937x9&sesskey=g3k8tkqwvghyrmgl,1v5z9kvr81uy196f,g3k8tkqwvghyrmgl,K_dbf8y937x9,0,88.738,0,0,1.159501809,0.957427108,0,0,0,0,1,97
239,mvqxv2m94jh0qgyn,3/18/21 10:42,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,13,1966,2,55,5,4,8,5,5,5,7,5,6,5,8,8,0,0,0,0,0,0,1,0,0,5,5,5,3,4,3,1,1,4,1,1,3,3,3,3,1,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97,Safety,97,Local Government,99,99,No,1,381.64,4, ,10, ,5,6,3/18/21 10:35, ,40.94.29.165, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",z699n8292b7s40pg,fzgnkn0ngtt12a2z, , ,..,/survey/selfserve/2135/210303?identifier=K_loz725pui6&sesskey=g28tl94rqszh0szd,cm5smjfccy6evyhv,g28tl94rqszh0szd,K_loz725pui6,0,6.360666667,1,0,1.398411798,1.25,0,0,0,0,1,97
242,zg82mxb6kktjxftx,3/18/21 10:41,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,38,1969,1,52,5,4,10,4,7,6,7,8,9,10,9,4,0,0,0,0,0,1,0,0,0,2,2,2,1,3,3,1,3,3,1,3,2,3,1,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, ,97,Education,1,8,N/A,1,285.81,13, ,10, ,5,6,3/18/21 10:36, ,174.198.7.246, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",jzb9drxp333ghv50,j5vjx025ggy8j3wr, , ,..,/survey/selfserve/2135/210303?identifier=K_bv794t3152&sesskey=g3lvy3lq0la1m0gu,j5vjx025ggy8j3wr,g3lvy3lq0la1m0gu,K_bv794t3152,0,4.7635,1,0,2.221110833,0.928708781,0,0,0,0,1,97
244,z3qp84h6tuu246dp,3/18/21 10:46,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,30,1973,1,48,4,4,10,10,10,10,10,1,10,10,10,10,0,0,0,0,0,0,0,1,0,0,10,0,3,3,2,2,4,4,1,3,3,4,1,4,1,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,97,Risk management,1,1, ,1,537.91,14, ,10, ,1,2,3/18/21 10:37, ,173.54.42.33, , ,1,"Mozilla/5.0 (Linux; Android 9; SM-J737A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Mobile Safari/537.36",wnd55vs05ba4p1b7,kg9z0mwwqstzjd2t, , ,sa,/survey/selfserve/2135/210303?identifier=K_g7s95a57zp&sesskey=g3eqpkzxfyvaxfax&mobile=yes,kg9z0mwwqstzjd2t,g3eqpkzxfyvaxfax,K_g7s95a57zp,0,8.965166667,0,0,2.846049894,1.152894907,0,0,0,0,1,97
245,p0uxchwnqcukmuq8,3/18/21 10:40,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,5,1976,4,45,4,4,8,2,2,2,1,1,2,4,2,3,0,0,0,0,0,0,0,0,1,98,12,12,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20, ,97,media streaming,14,8, ,1,153.81,13, ,10, ,5,6,3/18/21 10:37, ,76.170.48.162, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",4j902e2h0wuv4tng,0u9r59we42etc9bw, , ,..,/survey/selfserve/2135/210303?identifier=K_p746hxu2c0&sesskey=g0d4wnzfhvy1555f,0u9r59we42etc9bw,g0d4wnzfhvy1555f,K_p746hxu2c0,0,2.5635,1,0,2.057506582,0.75,0,0,0,0,1,97
247,mftrf0h8ef97e866,3/18/21 10:41,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,42,1971,3,50,5,4,10,2,2,2,97,2,97,2,6,5,0,0,0,0,0,1,0,0,0,5,3,3,1,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,97,Automotive,99,99, ,1,201.37,4, ,10, ,5,6,3/18/21 10:38, ,99.148.132.147, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",5025khfk1g2za7x4,1hvz4kwqmfkfb4bk, , ,..,/survey/selfserve/2135/210303?identifier=K_yf7ip7pgc9&sesskey=g1xkkn31y5yfy6vg,1hvz4kwqmfkfb4bk,g1xkkn31y5yfy6vg,K_yf7ip7pgc9,0,3.356166667,1,0,39.35098474,1.209338662,0,0,0,0,1,97
249,nhavzg7d02my7vjn,3/18/21 10:44,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,32,1971,1,50,5,4,10,10,10,10,8,9,5,9,9,5,0,0,0,0,0,0,0,1,0,4,4,4,2,2,3,3,2,2,1,2,2,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25, ,97,Wines & Spirits Sales,3,2,"Nothing that I can think of, thank you very much for your time and consideration!",1,335.95,4, ,10, ,5,6,3/18/21 10:38, ,74.71.98.100, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",wuw3rzscfsy8gg84,fakwzdumagfgf0ap, , ,..,/survey/selfserve/2135/210303?identifier=K_oeqo7wh9w7&sesskey=g0pvxx46si2l5wjx,fakwzdumagfgf0ap,g0pvxx46si2l5wjx,K_oeqo7wh9w7,0,5.599166667,1,0,1.957890021,0.774596669,0,0,0,0,1,97
262,2mrs9kr4fz4uq0ut,3/18/21 11:18,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,9,1960,3,61,6,3,5,5,6,4,5,5,4,5,5,4,0,0,0,0,0,0,1,0,0,5,6,4,2,3,2,2,2,2,1,1,2,3,3,1,3,1,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27, ,97,manufacturing machinery,14,11, ,1,2212.56,4, ,10, ,5,6,3/18/21 10:40, ,40.94.102.84, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36 Edg/89.0.774.50",0d5dk72q696vzcjb,qxvzq4xt06t7v4nw, , ,..,/survey/selfserve/2135/210303?identifier=K_up4qnytiit&sesskey=g05sjpvhosn669m4,4zfn48w45js02fvu,g05sjpvhosn669m4,K_up4qnytiit,0,36.876,0,0,0.632455532,0.816496581,0,0,0,0,1,97
264,nttr5v37q7j2mjsn,3/18/21 10:49,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,2,1968,4,53,5,4,9,2,2,2,2,7,5,3,8,2,0,0,0,0,0,1,0,0,0,8,5,5,4,1,3,3,3,3,1,2,3,3,3,3,3,1,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31, ,97,"Land Surveying for New Construction, Mortgage and AsBuilt Surveys, Platting, and Planning",2,1,Each State has different economic uncertainties. Alaska is in a particularly perilous economic place with State finances and an ongoing recession. COVID has impacted other industries in Alaska but the recession and drop in oil price has been had bigger impact on construction/land development.,1,496.1,4, ,10, ,5,6,3/18/21 10:40, ,66.230.108.236, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.192 Safari/537.36 OPR/74.0.3911.218",1rrh01w47nu4ckss,pnzp5m0hn873nbc7, , ,..,/survey/selfserve/2135/210303?identifier=K_f5ue19b8da&sesskey=g0es2kefioj8zrb3,8ch5w8r0q4tyvxks,g0es2kefioj8zrb3,K_f5ue19b8da,0,8.268333333,0,0,2.82055944,0.946484724,0,0,0,0,1,97
285,p2c50bcdeungrz89,3/18/21 10:59,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,21,1990,1,31,3,5,7,9,8,9,9,6,7,6,5,8,1,0,0,0,0,0,0,0,0,6,8,6,2,1,1,3,1,3,1,2,2,1,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16, ,97,Child care,14,11, ,1,956.14,12, ,10, ,1,1,3/18/21 10:43, ,24.218.74.183, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/87.0.4280.77 Mobile/15E148 Safari/604.1",9cr9awwr8bt4d59m,41a2wmv5tp0p8aya, , ,si,/survey/selfserve/2135/210303?identifier=K_mqn4oyrcly&sesskey=g3gk0iqhcn7j9l9w&mobile=yes,41a2wmv5tp0p8aya,g3gk0iqhcn7j9l9w,K_mqn4oyrcly,0,15.93566667,0,0,1.429840706,0.727438428,0,0,0,0,1,97
295,usfmud93xtwmgj4h,3/18/21 10:48,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,35,1943,2,78,7,2,8,8,8,6,6,8,4,9,7,9,0,0,0,0,0,1,0,0,0,7,7,5,3,2,3,3,3,3,1,3,3,3,3,3,2,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27, ,97,HVAC,99,6,No,1,251,4, ,10, ,5,6,3/18/21 10:44, ,12.173.255.178, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",df8t79cguyrhhtxz,7130gexymustbd31, , ,..,/survey/selfserve/2135/210303?identifier=K_v7hwokygmt&sesskey=g2b0f7xjzqfso9z1,7130gexymustbd31,g2b0f7xjzqfso9z1,K_v7hwokygmt,0,4.183333333,1,0,1.567021236,0.718795288,0,0,0,0,1,97
296,qwjmkybw3dhsm4en,3/18/21 10:48,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,13,1948,2,73,7,3,8,1,1,1,9,7,8,10,10,5,0,0,0,0,0,1,0,0,0,9,9,7,3,1,1,2,1,2,1,4,1,1,4,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, ,97,Retail and e-commerce,14,11, ,1,245.88,12, ,11, ,1,1,3/18/21 10:44, ,99.56.11.65, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",wymv9g9hjk498rsz,7u5wezs7zxfrx0bc, , ,si,/survey/selfserve/2135/210303?identifier=K_9956288808&sesskey=g2htp382odzxguv7&mobile=yes,ctx8bk4k3yw79faz,g2htp382odzxguv7,K_9956288808,0,4.098,1,0,3.741657387,1.087811258,0,0,0,0,1,97
299,24ry6j8ubfbaxp4a,3/18/21 10:49,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,48,1962,3,59,5,3,6,6,6,3,9,98,7,3,10,10,0,0,0,0,0,0,1,0,0,3,5,5,2,3,3,3,3,3,1,2,3,2,3,3,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,97,Marketing/R&D,99,1, ,1,235.86,5, ,10, ,5,6,3/18/21 10:45, ,74.195.4.146, , ,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.119 Safari/537.36 OPR/51.0.2830.26",n6avjr9u5ubqk3a6,6c1px2wdkm42gjm2, , ,..,/survey/selfserve/2135/210303?identifier=K_gvuutof0xg&sesskey=g2qbaekm1pv58612,6c1px2wdkm42gjm2,g2qbaekm1pv58612,K_gvuutof0xg,0,3.931,1,0,28.98965333,0.87321246,0,0,0,0,1,97
310,xfggfsy2m710kcmx,3/18/21 10:57,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,23,1955,2,66,6,3,6,4,6,5,4,6,98,5,7,7,0,0,0,0,0,0,1,0,0,6,5,5,1,3,3,3,2,4,1,4,1,3,4,3,4,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,97,Aerospace,99,11, ,1,426.88,4, ,3, ,5,6,3/18/21 10:48, ,181.214.241.29, , ,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko, , , , ,..,/survey/selfserve/2135/210303?identifier=K_2bmn32afbq&sesskey=g3i1czy3itvvpfn4,q4zgayst514nb1nk,g3i1czy3itvvpfn4,K_2bmn32afbq,0,7.114666667,0,0,29.25292008,1.211060142,0,0,0,0,1,97
320,1z3z6sa8dqrfr9s8,3/18/21 10:58,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,7,1964,1,57,5,3,7,8,8,7,6,6,8,5,7,6,0,0,0,0,0,1,0,0,0,4,4,5,3,4,2,3,3,4,1,3,3,1,3,3,4,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, ,97,higher ed,99,6,don't know,1,361.94,4, ,10, ,5,6,3/18/21 10:52, ,207.159.177.88, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",3yhwj7uqp3bj413c,q7ucc41xxyb7sqds, , ,..,/survey/selfserve/2135/210303?identifier=K_y6c5s3s3a0&sesskey=g3kfiap1sl4y6sy1,q7ucc41xxyb7sqds,g3kfiap1sl4y6sy1,K_y6c5s3s3a0,0,6.032333333,1,0,1.032795559,1.087811258,0,0,0,0,1,97
359,emdkbd27dgqx4ybd,3/18/21 11:08,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,5,1959,4,62,6,3,9,1,1,8,7,2,7,1,6,1,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26, ,97,Unemployed,99,99, ,1,243.35,4, ,10, ,5,6,3/18/21 11:04, ,40.94.33.82, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",88abnd7073vv83dn,btps2wyvmuy75jbk, , ,..,/survey/selfserve/2135/210303?identifier=K_f961ea2505&sesskey=g0bgjdyq9lbf8e3k,nprkhjg5d4tuh948,g0bgjdyq9lbf8e3k,K_f961ea2505,0,4.055833333,1,1,3.368151488,0,1,0,0,1,1,97
385,axm3tdnp3gsv3jw8,3/18/21 11:23,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,25,1956,2,65,6,3,3,1,1,3,3,3,2,3,6,3,0,0,0,0,0,1,0,0,0,1,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97,secretary,97,nonprofit,99,5, ,1,563.79,13, ,11, ,5,6,3/18/21 11:13, ,209.33.30.23, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",yb4yrke9f6e4rj7z,qv2cqh3v9f1xnvep, , ,..,/survey/selfserve/2135/210303?identifier=K_zgd95r1tzl&sesskey=g3n3g61bpo261far,qv2cqh3v9f1xnvep,g3n3g61bpo261far,K_zgd95r1tzl,0,9.3965,0,0,1.398411798,0.5,0,0,0,0,1,97
463,byj9ee11f66dwces,3/18/21 11:40,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,13,1962,2,59,5,3,8,8,5,5,8,9,8,8,1,10,0,0,0,0,0,1,0,0,0,2,3,3,3,2,3,3,2,1,2,2,2,3,3,3,3,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,97,Services,1,1, ,1,237.31,4, ,10, ,5,6,3/18/21 11:36, ,174.85.10.78, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",uusjmm3psnt77mrv,fkds8zum3p6dafhv, , ,..,/survey/selfserve/2135/210303?identifier=K_d74d61dfbe&sesskey=g0fwohugcllmwy5y,fkds8zum3p6dafhv,g0fwohugcllmwy5y,K_d74d61dfbe,0,3.955166667,1,0,2.624669291,0.727438428,0,0,0,0,1,97
472,e6pds4m9e5u86fx3,3/18/21 11:43,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,10,1945,3,76,7,2,8,7,8,7,5,6,6,7,8,5,0,0,0,0,0,0,1,0,0,7,6,5,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16, ,97,software as a service,99,1, ,1,217.51,4, ,10, ,5,6,3/18/21 11:39, ,68.248.254.175, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",khj1c7r5staqaaft,du0g2njj5ambmuz5, , ,..,/survey/selfserve/2135/210303?identifier=K_7742a487d3&sesskey=g2xt5jjfaouc8n8j,du0g2njj5ambmuz5,g2xt5jjfaouc8n8j,K_7742a487d3,0,3.625166667,1,0,1.159501809,0.5,0,0,0,0,1,97
488,cyr1y9c24dz8d7jx,3/18/21 11:54,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,35,1969,2,52,5,4,8,6,3,9,6,8,8,10,9,10,0,0,0,0,0,1,0,0,0,7,7,7,3,4,4,3,4,4,1,3,4,4,3,4,4,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,97,Inspections and compliance,6,7, ,1,420.62,14, ,10, ,1,2,3/18/21 11:47, ,40.94.227.9, , ,1,"Mozilla/5.0 (Linux; Android 10; SM-G965U Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.185 Mobile Safari/537.36 EdgW/1.0",yk6r1wxbbr2q4jcj,x30fa9de5egwgezx, , ,sa,/survey/selfserve/2135/210303?identifier=K_nzhjas6yon&sesskey=g39bj1uqwcdz5vth&mobile=yes,pc3w512stcnbbjj3,g39bj1uqwcdz5vth,K_nzhjas6yon,0,7.010333333,0,0,2.162817093,1.167261753,0,0,0,0,1,97
492,6t21zpa7tcx463cg,3/18/21 11:52,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,38,1966,1,55,5,4,5,1,1,1,1,1,1,5,1,1,0,0,0,0,0,1,0,0,0,5,5,5,3,1,1,3,1,3,1,3,3,3,3,3,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16, ,97,Managed Services,14,8, ,1,219.61,4, ,10, ,5,6,3/18/21 11:48, ,71.60.112.175, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",u8cw29h5c6nkgvyj,s4er4mrd9wv7fntd, , ,..,/survey/selfserve/2135/210303?identifier=K_92070793ba&sesskey=g0okjaruttoycszh,s4er4mrd9wv7fntd,g0okjaruttoycszh,K_92070793ba,0,3.660166667,1,0,1.686548085,1,0,0,0,0,1,97
499,wdfn2m6fhwe3bgc1,3/18/21 11:52,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,42,1986,3,35,3,5,4,1,1,2,6,6,3,4,6,9,0,0,0,0,0,0,1,0,0,5,5,11,3,1,1,3,1,3,1,3,1,1,4,3,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16, ,97,Finance,99,8, ,1,187.43,4, ,10, ,5,6,3/18/21 11:49, ,67.172.101.136, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",vkh9wdd0zp0e5p5p,ssxfgwh5kfbxc5yq, , ,..,/survey/selfserve/2135/210303?identifier=K_ej2pblnds5&sesskey=g3kkjnfmching3pr,ssxfgwh5kfbxc5yq,g3kkjnfmching3pr,K_ej2pblnds5,0,3.123833333,1,0,2.573367875,1.211060142,0,0,0,0,1,97
508,nv3720347mzgzs0m,3/18/21 11:59,"qualified,/Industry/YGxVs,/Total/Total,20210318_05:19_v3",3,1,1,1,1,38,1962,1,59,5,3,1,1,1,1,3,1,5,1,1,3,0,0,0,0,0,1,0,0,0,10,8,8,3,3,3,3,3,3,3,3,3,2,3,3,2,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,97,Retail,3,1, ,1,426.65,4, ,10, ,5,6,3/18/21 11:52, ,73.188.134.16, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",4c9e39z05tkdvdrq,cpzku3sdpkyfvx8x, , ,..,/survey/selfserve/2135/210303?identifier=K_c447121d9c&sesskey=g3gori40ri3y5kgp,cpzku3sdpkyfvx8x,g3gori40ri3y5kgp,K_c447121d9c,0,7.110833333,0,0,1.398411798,0.602079729,0,0,0,0,1,97
