record,uuid,date,markers,status,QCountry,QDomestic,QGDPR,QState,QRegion,QBorn,QAge,AgeR,QGeneration,Q100r1,Q100r2,Q100r3,Q100r4,Q100r5,Q100r6,Q100r7,Q100r8,Q100r9,Q100r10,Q100r11,Q100r12,Q110Ar1,Q110Ar2,Q110Ar3,noanswerQ110A_r99,Q110Br1,Q110Br2,Q110Br3,noanswerQ110B_r99,Q112,Q114,Q115r1,Q115r2,Q115r3,Q115r4,Q115r5,Q115r6,Q115r997,Q115r998,Q115r999,Q120,Q125,Q127,Q130r1,Q130r2,Q130r3,Q130r4,Q130r5,Q130r6,Q130r7,Q130r8,Q130r9,Q130r10,Q130r11,Q130r12,Q130r13,Q130r14,Q130r20,Q130r21,Q130r22,Q130r23,Q130r24,Q130r25,Q130r26,Q130r15,Q130r16,Q130r17,Q130r18,Q140r1,Q140r2,Q140r3,Q140r4,Q140r5,Q140r6,Q140r7,Q140r20,Q140r21,Q140r22,Q140r23,Q140r97,Q140r997,Q140r998,Q140r999,Q145r1,Q145r2,Q145r3,Q145r4,Q145r5,Q145r6,Q145r7,Q145r8,Q150r1,Q150r2,Q150r3,Q150r4,Q150r5,Q150r6,Q150r7,Q150r8,Q150r9,Q150r10,Q150r11,Q150r20,Q150r21,Q150r23,Q150r12,Q150r13,Q150r14,Q150r15,Q150r16,Q150r24,Q150r25,Q150r26,Q150r97,Q150r98,Q150r99,Q153r1,Q153r2,Q153r3,Q153r10,Q153r12,Q153r13,Q153r14,Q153r15,Q153r16,Q153r4,Q153r5,Q153r6,Q155r1,Q155r2,Q155r3,Q155r4,Q155r5,Q155r6,Q155r7,Q155r20,Q155r21,Q155r8,Q155r9,Q155r10,Q155r11,Q155r12,Q155r13,Q156Ar1,Q156Ar2,Q156Ar3,Q156Ar4,Q156Ar5,Q156Ar6,Q156Ar7,Q156Ar8,Q156Ar9,Q156Ar10,Q156Ar11,Q156Ar12,Q156Ar13,Q156Ar14,Q156Ar15,Q156Ar16,Q156Br1,Q156Br2,Q156Br3,Q156Br4,Q156Br5,Q156Br6,Q156Br7,Q156Br8,Q156Br9,Q156Br10,Q156Br11,Q156Br12,Q156Br13,Q156Br14,Q156Br15,Q156Br16,Q157,Q160r1,Q160r2,Q160r3,Q160r4,Q160r5,Q160r6,Q160r7,QJob,QIndustry,QIndustryr97oe,QRevenue,QEmployees,QAnythingElse,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,ipAddress,source,decLang,list,userAgent,dcua,url,session,sesskey,identifier,fp_etag,fp_html5,fp_flash,fp_browser,qtime_min,Total,QEmployeesBanner,QIndustryBanner_1,QIndustryBanner_2,QIndustryBanner_3,QIndustryBanner_4,QIndustryBanner_5,QIndustryBanner_6,QIndustryBanner_7,QIndustryBanner_8,QIndustryBanner_9,QIndustryBanner_10,QIndustryBanner_11,QIndustryBanner_12,Q150Online,sumQ150OnlineTotal,Q150Offline,sumQ150OfflineTotal,Q150R,Q155NothingNew,Q157Months,Q157R
510,gpy0e02jagazp7u8,6/4/20 11:38,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,15,2,1975,45,4,4,2,5,4,8,3,3,9,4,1,6, ,5,80,15,5,0,75,15,10,0, , ,0,0,0,0,1,0,0,0,0,3,4,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,1,3,3,3,2,3,1,1,1,3, ,1,2, , , ,2, , , ,2, ,3,3,2, ,3,6,6,6,6,6,6,6,16,10, ,14,10, ,1,455.22,4, ,12, ,5,6,6/4/20 11:30, ,40.94.28.15, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,..,/survey/selfserve/2135/200602?identifier=crsyfve6dv0w4j00&sesskey=g1exw2y8j3jgakfw,asyh0whb6mkqgzzh,g1exw2y8j3jgakfw,crsyfve6dv0w4j00, , , , ,7.587,1,5, , , , , , , , ,1,1, , , , , , , ,2,1,1
516,9b3x0utdx0ne0epd,6/4/20 11:51,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,14,2,1957,63,6,3,7,2,7,5,8,8,7,8,6,6, ,8,90,0,10,0,50,0,50,0, , ,0,0,0,0,0,0,1,0,0,2,4,3,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,3,2,3,2,3,2,3,1,2,2,2,1, ,1,1,1, ,3, ,3, ,2, ,3,3,1,3,4,3,3,4,4,3,3,4,2,1, ,2,1,Poor remain poor and rich get richer,1,894.5,12, ,11, ,1,1,6/4/20 11:36, ,172.58.141.190, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=k57daukweakzxnua&sesskey=g0qw32mk0oydhh0q&mobile=yes,gxchzmtwjugz80a0,g0qw32mk0oydhh0q,k57daukweakzxnua,9qt8pk10x4jyjjwe,gxchzmtwjugz80a0, , ,14.90833333,1,1,1,1, , , , , , , , , , , , , , , ,2,2,1
523,med5rw880rha51rc,6/4/20 12:41,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,48,3,1944,76,7,2,10,9,5,10,2,3,7,10,3,2, ,6,25,50,25,0,10,60,30,0, , ,0,0,0,0,1,0,0,0,0,2,2,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,99,3,99,3,2,3,3,3,2,1,3, , , , , , , , , ,3, , , ,3,2, ,4,4,5,4,4,4,2,4,30,8,DRILLING SERVICES,1,1,"NATIONAL DEBT AND LAWLESSNESS(RIOTS) CHINA, DESEASE",1,833.04,4, ,10, ,5,6,6/4/20 11:56, ,74.195.9.65, , ,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=r3rn3h25ex5zvswg&sesskey=g0y4bhrbzw3ysjv0,kn0qs0yms4du4cf1,g0y4bhrbzw3ysjv0,r3rn3h25ex5zvswg,zbrazamg1hf25buw,kn0qs0yms4du4cf1, , ,13.884,1,1, , , , ,1, , , , , , , , , , , , ,2,2,1
529,5qskrhbv9xrqaun1,6/4/20 12:10,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1958,62,6,3,8,1,4,8,5,5,6,5,1,5, ,5,90,10,0,0,90,5,5,0, , ,0,0,0,0,0,0,1,0,0,3,4,3,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3,2,2,3,1,3,1,3,3,3,1,3,1,1,1,2, ,3,3, ,3, ,3, , , ,2, ,3,3,2,3,4,3,3,4,4,4,4,3,7,8, ,8,3, ,1,459.72,4, ,10, ,5,6,6/4/20 12:02, ,104.0.221.227, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=6ez7qvpr24fo84d0&sesskey=g2swx72x461xked2,mp5aqr70wa6v5d2s,g2swx72x461xked2,6ez7qvpr24fo84d0,b09rkevk3x5jktn2,mp5aqr70wa6v5d2s, , ,7.662,1,2, , , , ,1, , , , , , , , , , , , ,2,2,1
548,83g90ypwd7g6gkvd,6/4/20 12:23,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,47,4,1956,64,6,3,9,9,9,9,9,9,9,1,1,98, ,9,90,10,0,0,80,20,0,0, , ,0,0,0,0,0,0,1,0,0,5,4,4,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,99,99,99,99,99,3,99,99,99,3,99,1,3,99, , , , , , , , , , , , , ,99, , ,5,2,5,6,6,3,3,6,22,2, ,4,2,nope,1,963.18,4, ,10, ,5,6,6/4/20 12:07, ,67.131.110.34, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36 Edg/83.0.478.44",..,/survey/selfserve/2135/200602?identifier=gjesimu7zvrybxzh&sesskey=g1dhb19enq97eoc9,4kp1uvppvq5fybnj,g1dhb19enq97eoc9,gjesimu7zvrybxzh,ge2909nujfuhjzvz,4kp1uvppvq5fybnj, , ,16.053,1,1,1, , ,1, , , , , , , , , , , , , ,2,3,1
590,p3g130gmf0twk11q,6/4/20 13:05,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,17,3,1958,62,6,3,8,7,6,6,6,10,10,10,10,98, ,10, , , ,1, , , ,1, , ,0,0,0,0,0,1,0,0,0,2,5,3,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,3,2,3,3,3,3,3,3,2,3,3,2,2,1,3, , ,99, , , , , , ,2, , ,2,2,2, ,4,5,6,5,5,3,3,6,6,97,retail,3,5, ,1,542.89,5, ,3, ,5,6,6/4/20 12:23, ,54.187.104.249, , ,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,..,/survey/selfserve/2135/200602?identifier=h71g7s6vqg5ms69f&sesskey=g13o5u33enbyjtjy,hzhqwzss8uqcd3t1,g13o5u33enbyjtjy,h71g7s6vqg5ms69f,34691b5emb1w2dqa,hzhqwzss8uqcd3t1,hzhqwzss8uqcd3t1, ,9.048166667,1,3, , , , , , , , , , , , , , , , , ,2,2,1
693,zpeqnhejuh4583n1,6/4/20 13:01,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,10,3,1960,60,6,3,7,8,4,7,5,7,7,5,5,3, ,7,50,30,20,0,50,30,20,0, , ,0,1,0,1,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,99,1,99,3,2,2,1,3,99,99,1,99,1,1,1,1, ,2, , ,99,99,2, , , ,2, ,99,2,2,2,5,3,3,3,3,3,4,3,21,10, ,99,9,N/A,1,810.1,12, ,11, ,1,1,6/4/20 12:47, ,73.43.14.223, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=h2hei3qxi1u9raw5&sesskey=g0w2hf51atnzp1pd&mobile=yes,54txvsc40q9cyszg,g0w2hf51atnzp1pd,h2hei3qxi1u9raw5,117m2tmggysrcmen,cf8kr20stu1091ea, , ,13.50166667,1,5, , , , , , , , ,1,1, , , , , , , ,2,3,1
727,1xnyxymdvanfbx0p,6/4/20 13:22,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1967,53,5,4,7,8,8,5,7,9,1,98,3,8, ,10,80,20,0,0,100,0,0,0, , ,0,0,0,0,0,0,1,0,0,5,3,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,1,3,3,1,1,3,3,3,3,3,1,1,3, , , ,2, , ,3,2, , , , , ,3,2, ,5,3,3,3,2,3,3,3,97,2, ,2,4, ,1,548.62,13, ,11, ,5,6,6/4/20 13:12, ,172.250.219.0, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15",..,/survey/selfserve/2135/200602?identifier=3wc1zytamkx13xjp&sesskey=g1cgvwgyajr5i6bj,r789fgym5mj6sb10,g1cgvwgyajr5i6bj,3wc1zytamkx13xjp,n5rb539hjwb9kbjv,r789fgym5mj6sb10, , ,9.143666667,1,2,1, , ,1, , , , , , , , , , , , , ,2,3,1
745,jpvtvxq9pzg7ts6v,6/4/20 13:32,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,43,3,1957,63,6,3,2,2,1,2,1,2,4,1,3,3, ,1,50,40,10,0,60,35,5,0, , ,0,0,0,0,1,0,0,0,0,3,4,3,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,1,1,1,2,2,1,3,1,1,1,2,2,2,3,1,1,3,2,2,3,2,2, ,3,3,2,4,3,5,4,2,4,3,4,9,4, ,9,5, ,1,639.96,12, ,11, ,1,1,6/4/20 13:21, ,98.198.195.195, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=seq7a806rqwyo5zo&sesskey=g132ae2qyet8gfd5&mobile=yes,z4hydhyw99yh6k1n,g132ae2qyet8gfd5,seq7a806rqwyo5zo,d2czckrturb9j7x4,z4hydhyw99yh6k1n, , ,10.666,1,3,1, ,1, , , , , , , , , , , , , , ,2,2,1
826,fbtgbv8w2pm101h8,6/4/20 13:57,"qualified,/Total/Total,20200415_14:01_v6",3,142,1,1,52,5,1963,57,5,3,3,2,2,2,2,9,5,4,2,2, ,2,50,10,40,0,60,30,10,0, , ,0,0,0,0,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,3,5,5,5,5,5,5,5,30,97,Hydroponic and agricultural,1,99,Thankzs,1,814.17,14, ,10, ,3,2,6/4/20 13:38, ,172.58.159.132, , ,1,"Mozilla/5.0 (Linux; Android 9; SM-T837T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Safari/537.36",ta,/survey/selfserve/2135/200602?identifier=k84dohe6fgi0tayc&sesskey=g0t3ug8luuxnoy9s&mobile=yes,x20zd0p3kb72chxj,g0t3ug8luuxnoy9s,k84dohe6fgi0tayc,kas7zvtbuj0rg6g0,x20zd0p3kb72chxj, , ,13.5695,1, , , , , , , , , , , , , , , , , , ,2,1,1
851,c5zemcqncawn2gua,6/4/20 14:05,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,13,2,1969,51,5,4,7,3,3,3,3,7,7,1,1,5, ,5,60,10,30,0, , , ,1, , ,0,0,0,0,0,0,1,0,0,10,5,4,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,3,99,1,3,1,3,1,3,99,99,3,3,99,1,99,99, , ,3, ,3, ,3, , , , , , ,3, , ,5,5,5,5,5,5,5,5,20,5,Food & Beverage Marketing,4,2, ,1,1032.2,13, ,12, ,5,6,6/4/20 13:48, ,12.229.148.74, , ,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:77.0) Gecko/20100101 Firefox/77.0,..,/survey/selfserve/2135/200602?identifier=e2lw5ty9qqm8b69o&sesskey=g2irccjxngzf1q8u,kf1hjqysjdq680kr,g2irccjxngzf1q8u,e2lw5ty9qqm8b69o,6dk9u1cfk4fgwm5t,kf1hjqysjdq680kr, , ,17.20333333,1,1, , , , , ,1, , , , , , , , , , , ,2,3,1
871,w63ye5xradpdj22d,6/4/20 14:34,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,49,2,1982,38,3,5,7,8,6,5,2,2,9,1,2,3, ,7,80,20,0,0,80,20,0,0, , ,0,0,0,0,0,1,0,0,0,9,8,5,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,1,3,1,3,3,3,3,3,3,1,3,3,1, ,2, ,3, ,3, , , , , , ,3, , ,2,3,3,5,4,4,3,5,9,3, ,9,6, ,1,1200.61,4, ,10, ,5,6,6/4/20 14:13, ,104.177.15.45, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=kwgt94din74ti62d&sesskey=g0387zhmrvs9b9ww,zcun0629na5d07nz,g0387zhmrvs9b9ww,kwgt94din74ti62d,6v4u9pp955akhk2r,zcun0629na5d07nz, , ,20.01016667,1,3, , , , , , , , ,1, ,1, , , , , , ,2,0,1
988,wcpw1djhrzc5jt6x,6/4/20 15:11,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1959,61,6,3,8,7,7,6,7,7,5,7,5,5, ,7,80,20,0,0,80,20,0,0, , ,0,0,0,0,0,0,0,1,0,4,4,98,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,99,1,1,1,1,1,2,99,2,1,2,1,1,1,1,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,13,4, ,14,10, ,1,1453.36,12, ,11, ,1,1,6/4/20 14:46, ,172.58.21.48, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=a225z65mhpytmvya&sesskey=g0xu3rltdcb4jlqn&mobile=yes,jnq96q4c8duvnr24,g0xu3rltdcb4jlqn,a225z65mhpytmvya,y4em6a2xgny1q46e,jnq96q4c8duvnr24, , ,24.22266667,1,5,1, ,1, , , , , , , , , , , , , , ,1,2,1
1003,qsuenz9uukav8sz1,6/4/20 15:03,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,30,1,1970,50,5,4,10,10,10,10,10,8,10,10,10,3, ,10,75,25,0,0,75,25,0,0, , ,0,0,0,0,1,1,0,0,0,8,8,8,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , ,5,4,5,5,5,4,5,4,32,2, ,10,6,no,1,418.18,13, ,11, ,5,6,6/4/20 14:56, ,24.186.210.243, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15",..,/survey/selfserve/2135/200602?identifier=b69l61p18n3ykbwl&sesskey=g26ra116h8xzw5mt,fswu2fxnkksu98tu,g26ra116h8xzw5mt,b69l61p18n3ykbwl,2p3w7jkbd0j41t7w,fswu2fxnkksu98tu, , ,6.969666667,1,3,1, , ,1, , , , , , , , , , , , , , ,3,1
1012,qfe8vv8m3whp78f0,6/4/20 15:11,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,13,2,1964,56,5,3,7,6,6,7,2,2,6,1,1,1, ,5,75,25,0,0, , , ,1, , ,0,0,0,0,0,0,0,0,1,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3, , , , , , , , , , ,2, , , , , ,3,3,3,3,3,3,3,3,2,1, ,1,1, ,1,517.5,5, ,12, ,5,6,6/4/20 15:02, ,199.27.253.146, , ,1,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0,..,/survey/selfserve/2135/200602?identifier=teg80pt53iyz5af7&sesskey=g1fwjxxsc6zcc57x,pvrckqvd4zvhgwsr,g1fwjxxsc6zcc57x,teg80pt53iyz5af7,cq7y1t9ptr4x7xbg,pvrckqvd4zvhgwsr, , ,8.625,1,1,1,1, , , , , , , , , , , , , , , ,1,1,1
1045,y1yfxh5chjtf374x,6/4/20 15:21,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,13,2,1969,51,5,4,3,8,9,6,1,2,7,4,2,2, ,2,75,15,10,0,70,25,5,0, , ,0,0,0,0,0,1,0,0,0,3,5,6,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3, , , , , , , , , , , , , ,3, , ,5,3,4,3,5,3,3,3,32,2, ,13,6, ,1,485.94,4, ,10, ,5,6,6/4/20 15:13, ,73.44.146.129, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=91tu2yw53ixxmsy6&sesskey=g3iei4xhez2a0sjd,qwpkr3mcufqc9xhh,g3iei4xhez2a0sjd,91tu2yw53ixxmsy6,190q4rpgqd525cy2,qwpkr3mcufqc9xhh, , ,8.099,1,3,1, , ,1, , , , , , , , , , , , , ,2,3,1
1075,x2v0cdfy5v3nuwtj,6/4/20 15:36,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,44,4,1956,64,6,3,6,3,3,7,2,3,7,5,2,4, ,5,90,8,2,0,75,15,10,0, , ,0,0,0,0,0,1,0,0,0,6,5,4,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,99,3,3,99,3,1,3,3,1,1,3,99,1,3,3, , , , , , ,2, , ,2,2, , ,2, , ,2,3,2,4,4,4,3,4,2,5, ,13,7, ,1,757.41,4, ,3, ,5,6,6/4/20 15:23, ,40.94.34.59, , ,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,..,/survey/selfserve/2135/200602?identifier=571mjc76xv5d1igg&sesskey=g2mcwe50etr6j7vb,wyd9r21gk4zfm4z4,g2mcwe50etr6j7vb,571mjc76xv5d1igg,j8q56enb4vu74u9w,wyd9r21gk4zfm4z4,wyd9r21gk4zfm4z4, ,12.6235,1,4, , , , , ,1, , , , , , , , , , , ,2,0,1
1128,4n4xc9kd0vgfhr8c,6/4/20 16:21,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,40,3,1967,53,5,4,1,1,1,1,1,1,1,1,1,1, ,1, , , ,1, , , ,1, , ,0,0,0,0,0,0,1,0,0,10,10,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,3,2,3,99,3,1,3,3,3,2,3,3,1,3,1, , ,3, , , ,3, , , ,3, , ,3, ,3,2,1,5,1,5,1,5,1,25,7, ,13,7, ,1,765.21,12, ,11, ,1,1,6/4/20 16:07, ,76.26.193.225, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=4wn7uqgzp2wzr119&sesskey=g1bulfhimj2hw4iw&mobile=yes,ak3a76fjq3wyjj3j,g1bulfhimj2hw4iw,4wn7uqgzp2wzr119,r849u2076zusgy5v, , , ,12.7535,1,4, , , , , , , ,1, , , , , , , , , ,1,0,1
1151,bnk0mwqhg2wb5s89,6/4/20 16:53,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,22,2,1972,48,4,4,5,3,4,2,2,3,3,6,2,3, ,4,96,0,4,0,94,5,1,0, , ,0,0,0,0,0,1,0,0,0,9,2,5,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,3,2,3,2,3,1,1,1,1,2,3,1,2,2,2,3, ,99, ,2, ,2,3,2,2,5,3,4,3,4,3,4,6,4,8, ,8,5, ,1,824.28,12, ,11, ,1,1,6/4/20 16:39, ,75.114.152.93, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=g6nrjhocd8nuek02&sesskey=g2fsqf7vlurrkjvm&mobile=yes,1cqag8nahd36bjks,g2fsqf7vlurrkjvm,g6nrjhocd8nuek02,avz0c7yv6d1fb9vq,1cqag8nahd36bjks, , ,13.738,1,3, , , , ,1, , , , , , , , , , , , ,2,3,1
